,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,heading,bottomData,Engine Displacement,Fuel Type,Insurance Validity,Kms Driven,Ownership,RTO,Registration Year,Seats,Transmission,Year of Manufacture,heading,commonIcon,Engine,Max Power,Mileage,Seats,Torque,Wheel Size,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Top Speed,Acceleration,Ground Clearance Unladen,City
1033,0,Diesel,SUV,"99,215",Automatic,1,1st Owner,Hyundai,Hyundai Creta,2017,1444,1.6 CRDi AT SX Plus,₹ 11.19 Lakh,₹ 11.54 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1582 cc,Diesel,Third Party insurance,"99,215 Kms",First Owner,TS02,Jan 2018,5 Seats,Automatic,2017.0,Specifications,,1582 CC,126.2bhp,17.01 kmpl,5,259.9Nm,17,Silver,U2 CRDI VGT Engine,1582,126.2bhp@4000rpm,259.9Nm@1900-2750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4270mm,1780mm,1630mm,2590mm,,,1320,,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,Tubeless,17,5,400-litres,190 Kmph,10.5 Seconds,,hyderabad
1034,0,Diesel,SUV,"46,034",Automatic,1,1st Owner,Tata,Tata Nexon,2019,6387,1.5 Revotorq XZA Plus DualTone,₹ 10.02 Lakh,₹ 10.22 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Diesel,Zero Dep,"46,034 Kms",First Owner,TS07,Apr 2019,5 Seats,Automatic,2019.0,Specifications,,1497 CC,108.5bhp,21.5 kmpl,5,260Nm,16,Orange,"Revotorq, 1.5L Turbocharged engine",1497,108.5bhp@3750rpm,260Nm@1500-2750rpm,4.0,4.0,DOHC,CDI,76x82.5,16:01,Yes,No,3994mm,1811mm,1607mm,2498mm,1540 mm,1530 mm,1305Kg,,6 Speed,FWD,5,Power,5.1m,Disc,Drum,Tubeless Radial Tyres,16,5,350,154.19 kmph,,209 mm,hyderabad
1035,0,Petrol,MUV,"20,000",Manual,1,1st Owner,Maruti,Maruti Ertiga,2014,4060,VXI,₹ 6.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1373 cc,Petrol,Third Party,"20,000 Kms",First Owner,TS09,Jan 2015,7 Seats,Manual,2014.0,Specifications,,1373 CC,93.7bhp,16.02 kmpl,7,130Nm,,White,K Series Petrol Engine,1373,93.7bhp@6000rpm,130Nm@4000rpm,4.0,4.0,DOHC,MPFI,73 X 82 mm,17.6:1,No,No,4265mm,1695mm,1685mm,2740mm,1480mm,1490mm,1160kg,1760kg,5 Speed ,FWD,7,Power,5.2 metres,Disc,Drum,"Tubeless,Radial",,5,135-liters,164 Kmph,13 Seconds,,hyderabad
1036,0,Petrol,Hatchback,"60,993",Manual,1,1st Owner,Honda,Honda Brio,2013,1204,V MT,₹ 3.47 Lakh,₹ 3.52 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1198 cc,Petrol,Third Party insurance,"60,993 Kms",First Owner,AP09,May 2013,5 Seats,Manual,2013.0,Specifications,,1198 CC,86.8bhp,19.4 kmpl,5,109Nm,14,Red,i-VTEC Engine,1198,86.8bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,3610mm,1680mm,1500mm,2345mm,1480mm,1465mm,915kg,,5 Speed,FWD,5,Power,4.5 metres,Disc,Drum,"Tubeless,Radial",14,5,175-litres,,,,hyderabad
1037,0,Diesel,SUV,"90,000",Manual,2,2nd Owner,Mahindra,Mahindra XUV500,2015,3804,W4,₹ 6.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2179 cc,Diesel,Third Party insurance,"90,000 Kms",Second Owner,TS08,2015,7 Seats,Manual,2015.0,Specifications,,2179 CC,140bhp,16 kmpl,7,330Nm,,Others,mHawk Diesel Engine,2179,140bhp@3750rpm,330Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4585mm,1890mm,1785mm,2700mm,,,1785,2510kg,6 Speed ,FWD,7,Power,5.6 metres,Disc,Disc,Tubeless Tyres,,5,720-litres,185 Kmph,10 Seconds,,hyderabad
1038,0,Diesel,Sedan,"71,821",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2017,5834,ZDI Plus,₹ 7.56 Lakh,₹ 7.93 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1248 cc,Diesel,Third Party insurance,"71,821 Kms",First Owner,TS08,Oct 2017,5 Seats,Manual,2017.0,Specifications,,1248 CC,74.02bhp,28.4 kmpl,5,190Nm,15,Red,DDiS Diesel Engine,1248,74.02bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,3995mm,1735mm,1515mm,2450mm,1530mm,1520mm,955-990Kg,1405Kg,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,"Tubeless,Radial",15,4,378,,13.03 Seconds,,hyderabad
1039,0,Petrol,SUV,"2,486",Manual,1,1st Owner,MG,MG Hector,2021,7482,Hybrid Super MT,₹ 15.81 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1451 cc,Petrol,Third Party,"2,486 Kms",First Owner,TS09,Jun 2021,5 Seats,Manual,2021.0,Specifications,,1451 CC,141bhp,15.81 kmpl,5,250Nm,R17,Black,,1451,141bhp@5000rpm,250Nm@1600-3600rpm,4.0,4.0,,,,,Yes,,4655mm,1835mm,1760mm,2750mm,,,1775,,6 Speed,FWD,5,,,Disc,Disc,Radial,R17,5,587,,,,hyderabad
1040,0,Petrol,Sedan,"60,000",Automatic,3,3rd Owner,Honda,Honda Civic,2006,1299,1.8 V AT,₹ 2.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1799 cc,Petrol,Third Party insurance,"60,000 Kms",Third Owner,,2006,5 Seats,Automatic,2006.0,Specifications,,1799 CC,130bhp,12.9 kmpl,5,172Nm,15,Others,In-Line Engine,1799,130bhp@6300rpm,172Nm@4300rpm,4.0,4.0,SOHC,PGM-FI (Programmed Fuel Injection),81 x 87.3 mm,10.5:1,No,No,4545mm,1750mm,1450mm,2700mm,,,1210kg,,5 Speed,FWD,5,Power,5.4 m,Ventilated Disc,Disc,"Tubeless,Radial",15,4,405 litres,195 kmph,11.3 seconds,,hyderabad
1041,0,Petrol,Hatchback,"12,740",Manual,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2020,7089,Magna,₹ 5.84 Lakh,₹ 6.07 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"12,740 Kms",First Owner,TS13,Sept 2020,5 Seats,Manual,2020.0,Specifications,,1197 CC,81.86bhp,20.7 kmpl,5,113.8nm,,Silver,1.2 Kappa petrol,1197,81.86bhp@6000rpm,113.8nm@4000rpm,4.0,4.0,,,,,No,,3805mm,1680,1520,2450,,,1100,,5-Speed,,5,Electric,,Disc,Drum,"Tubeless, Radial",,5,,,,,hyderabad
1042,0,Electric,SUV,"30,000",Automatic,1,1st Owner,Tata,Tata Nexon EV Prime,2022,8504,XZ Plus Dark Edition,₹ 15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,0 cc,Electric,Third Party insurance,"30,000 Kms",First Owner,MH46,2022,5 Seats,Automatic,2022.0,Specifications,,0 CC,127bhp,,5,245Nm,16,Others,,0,127bhp,245Nm,,,,,,,,,3993mm,1811mm,1606mm,2498mm,,,1400kg,,,,5,Electric,5.1m,Disc,Drum,"Tubeless, Radial",16,5,350,,9.9,,hyderabad
1043,0,Diesel,Hatchback,"79,079",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2018,5597,1.2 CRDi Magna,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1186 cc,Diesel,Not Available,"79,079 Kms",Second Owner,TS08,Nov 2018,5 Seats,Manual,2018.0,Specifications,,1186 CC,73.97bhp,24 kmpl,5,190.24nm,,Fiery Red,U2 CRDi  Diesel Engine,1186,73.97bhp@4000rpm,190.24nm@1750-2250rpm,3.0,4.0,DOHC,CRDi,,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1100,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,,5,256,151.63 Kmph,13.21 Seconds,,hyderabad
1044,0,Petrol,Hatchback,"28,522",Manual,1,1st Owner,Tata,Tata Altroz,2022,6834,XZ BSVI,₹ 5.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Comprehensive,"28,522 Kms",First Owner,MP09,Feb 2022,5 Seats,Manual,2022.0,Specifications,,1199 CC,86.83bhp,19.33 kmpl,5,113Nm,16,White,1.2 l Revotron,1199,86.83bhp@6000rpm,113Nm@3300rpm,3.0,4.0,,,,,No,,3990mm,1755,1523,2501,,,1025,,5-Speed,,5,Electric,5.0,Disc,Drum,"Tubeless,Radial",16,5,345,,,,hyderabad
1045,0,Electric,Sedan,"67,200",Automatic,1,1st Owner,Mahindra,Mahindra E Verito,2018,3526,D2,₹ 4.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,0 cc,Electric,Third Party insurance,"67,200 Kms",First Owner,TS07,Nov 2018,5 Seats,Automatic,2018.0,Specifications,,0 CC,41.57bhp,,5,91Nm,,White,Electric Engine,0,41.57bhp@3500rpm,91Nm@3000rpm,,,undefined,Electric,,,No,No,4247mm,1740mm,1540mm,2630mm,,,1265kg,1704kg,Fully Automatic,FWD,5,Hydraulic,5.25mm,Disc,Drum,"Tubeless,Radial",,4,510litres,86 Kmph,,,hyderabad
1046,0,Electric,Sedan,"50,000",Automatic,1,1st Owner,Mahindra,Mahindra E Verito,2018,3526,D2,₹ 2.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,0 cc,Electric,Third Party insurance,"50,000 Kms",First Owner,KA03,Nov 2018,5 Seats,Automatic,2018.0,Specifications,,0 CC,41.57bhp,,5,91Nm,,White,Electric Engine,0,41.57bhp@3500rpm,91Nm@3000rpm,,,undefined,Electric,,,No,No,4247mm,1740mm,1540mm,2630mm,,,1265kg,1704kg,Fully Automatic,FWD,5,Hydraulic,5.25mm,Disc,Drum,"Tubeless,Radial",,4,510litres,86 Kmph,,,hyderabad
1047,0,Diesel,Sedan,"46,000",Automatic,1,1st Owner,Volvo,Volvo S60,2018,2064,D4 Momentum BSIV,₹ 22 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1969 cc,Diesel,Third Party insurance,"46,000 Kms",First Owner,TS08,2018,5 Seats,Automatic,2018.0,Specifications,,1969 CC,190bhp,27.03 kmpl,5,400Nm,18,Black,Turbo Diesel Engine,1969,190bhp,400Nm,4.0,4.0,DOHC,CRDI,82 x 93.2 mm,,Yes,No,4635mm,2097mm,1484mm,2776mm,1588mm,1585mm,1652kg,2060kg,8 Speed,FWD,5,Power,5.65 metres,Disc,Disc,"Tubeless,Radial",18,4,380-litres,230 Kmph,9.2 Seconds,,hyderabad
1048,0,Diesel,SUV,"20,000",Manual,1,1st Owner,Mahindra,Mahindra Scorpio N,2022,9181,Z8L Diesel BSVI,₹ 21.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2198 cc,Diesel,Third Party insurance,"20,000 Kms",First Owner,TN41,2022,7 Seats,Manual,2022.0,Specifications,,2198 CC,172.45bhp,,7,370Nm,18,Others,mHawk,2198,172.45bhp@3500rpm,370Nm@1500-3000rpm,4.0,4.0,,,,,Yes,,4662mm,1917,1857,2750,,,1880,,6-Speed,2WD,7,Electric,,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",18,5,,,,,hyderabad
1049,0,Diesel,SUV,"80,000",Manual,1,1st Owner,Mahindra,Mahindra KUV 100,2016,3576,mFALCON D75 K4 Plus 5str,₹ 3.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1198 cc,Diesel,Third Party insurance,"80,000 Kms",First Owner,TS11,2016,5 Seats,Manual,2016.0,Specifications,,1198 CC,77bhp,25.32 kmpl,5,190Nm,,Red,mFALCON D75 Engine,1198,77bhp@3750rpm,190Nm@1750-2250rpm,3.0,4.0,DOHC,CRDi,,,Yes,No,3675mm,1715mm,1635mm,2385mm,1490mm,1490mm,1135,,5 Speed,FWD,5,Power,5.05 metres,Disc,Drum,"Tubeless,Radial",,5,243-litres,160 kmph,14.5 seconds,,hyderabad
1050,0,Petrol,Hatchback,"29,011",Manual,1,1st Owner,Renault,Renault KWID,2017,8976,1.0 RXT,₹ 3.37 Lakh,₹ 3.46 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,999 cc,Petrol,Third Party insurance,"29,011 Kms",First Owner,TS10,Mar 2017,5 Seats,Manual,2017.0,Specifications,,999 CC,67bhp,23.01 kmpl,5,91Nm,,Silver,Petrol Engine,999,67bhp@5500rpm,91Nm@4250rpm,3.0,4.0,DOHC,MPFi,,,No,No,3679mm,1579mm,1478mm,2422mm,,,710,,5 Speed,FWD,5,Power,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,300,155.8 kmph,13.90 Seconds,,hyderabad
1051,0,Petrol,SUV,"42,372",Manual,1,1st Owner,Kia,Kia Seltos,2020,7107,HTX G,₹ 12.59 Lakh,₹ 13.12 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Comprehensive,"42,372 Kms",First Owner,TS08,Jan 2020,5 Seats,Manual,2020.0,Specifications,,1497 CC,113.43bhp,16.8 kmpl,5,144Nm,17,Red,SMARTSTREAM G1.5,1497,113.43bhp@6300rpm,144Nm@4500rpm,4.0,4.0,,MPI,,,No,,4315mm,1800mm,1645mm,2610mm,,,1404,,6-Speed,FWD,5,Electric,,Disc,Disc,"Tubeless, Radial",17,5,433,,,,hyderabad
1052,0,Petrol,SUV,"23,147",Automatic,2,2nd Owner,Mahindra,Mahindra Thar,2021,8074,LX 4-Str Hard Top AT BSVI,₹ 14 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1997 cc,Petrol,Not Available,"23,147 Kms",Second Owner,TS07,May 2022,4 Seats,Automatic,2021.0,Specifications,,1997 CC,150bhp,,4,320Nm,18,Grey,mStallion 150 TGDi Engine,1997,150bhp@5000rpm,320Nm@1500-3000rpm,4.0,4.0,,,,,Yes,,3985mm,1855mm,1844mm,2450mm,1520mm,1520mm,1825,,6 Speed,4X4,4,Power,,Disc,Drum,"Radial, Tubeless",18,3,,,,,hyderabad
1053,0,Diesel,Sedan,"22,310",Manual,1,1st Owner,Honda,Honda City,2022,7900,V MT Diesel,₹ 12.91 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Diesel,Comprehensive,"22,310 Kms",First Owner,TS07,Jun 2022,5 Seats,Manual,2022.0,Specifications,,1498 CC,97.89bhp,24.1 kmpl,5,200Nm,15,Black,Water Cooled Inline i-DTEC DOHC,1498,97.89bhp@3600rpm,200Nm@1750rpm,4.0,4.0,DOHC,,,,,,4549mm,1748mm,1489mm,2600mm,1496mm,1484mm,1191-1217kg,1566-1592kg,6 Speed,,5,Electric,5.3,Ventilated Disc,Drum,"Tubeless, Radial",15,4,506,,,,hyderabad
1054,0,Petrol,Hatchback,"18,732",Automatic,1,1st Owner,Maruti,Maruti Celerio,2016,10360,ZXI AMT,₹ 4.98 Lakh,₹ 5.18 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,Petrol,Comprehensive,"18,732 Kms",First Owner,TS11,Apr 2016,5 Seats,Automatic,2016.0,Specifications,,998 CC,65.71bhp,26 kmpl,5,89Nm,,Others,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,,3695mm,1655,1555,2435,1430,1440,820,1260,5-Speed,,5,Electric,,Ventilated Disc,Drum,"Tubeless, Radial",,5,313,,,,hyderabad
1055,0,Diesel,Sedan,"95,417",Manual,1,1st Owner,Toyota,Toyota Etios,2016,2178,GD,₹ 4.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1364 cc,Diesel,Not Available,"95,417 Kms",First Owner,TS07,Sept 2016,5 Seats,Manual,2016.0,Specifications,,1364 CC,67.05bhp,23.59 kmpl,5,170Nm,,Symphony Silver,D-4D Diesel Engine,1364,67.05bhp@3800rpm,170Nm@1800-2400rpm,4.0,2.0,SOHC,CRDi,,,Yes,No,4265mm,1695mm,1510mm,2550mm,,,1015kg,,5 Speed,FWD,5,Power,4.9 metres,Ventilated DIsc,Drum,Tubeless,,4,595-litres,170 Kmph,13.9 Seconds,,hyderabad
1056,0,Petrol,Sedan,"62,015",Automatic,2,2nd Owner,Honda,Honda City,2014,1276,i VTEC CVT SV,₹ 5.45 Lakh,₹ 6.04 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Comprehensive,"62,015 Kms",Second Owner,AP13,May 2014,5 Seats,Automatic,2014.0,Specifications,,1497 CC,117.3bhp,18 kmpl,5,145Nm,,Red,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,10.3:1,No,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1065kg,,5 Speed CVT,FWD,5,Power,5.3 metres,Disc,Drum,"Tubeless,Radial",,4,510-litres,195 Kmph,10 Seconds,,hyderabad
1057,0,Petrol,SUV,"54,000",Automatic,1,1st Owner,Ford,Ford Ecosport,2018,7921,1.5 Petrol Titanium AT,₹ 8.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1496 cc,Petrol,Third Party insurance,"54,000 Kms",First Owner,TS08,Aug 2018,5 Seats,Automatic,2018.0,Specifications,,1496 CC,120.69bhp,14.7 kmpl,5,149Nm,R16,Black,Ti-VCT Petrol Engine,1496,120.69bhp@6500rpm,149Nm@4500rpm,3.0,4.0,DOHC,Direct Injection,79 X 76.5 mm,11.0:1,No,No,3998mm,1765mm,1647mm,2519mm,,,1281Kg,1705Kg,6 Speed,FWD,5,Electric,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",R16,4,352-litres,,,,hyderabad
1058,0,Petrol,Hatchback,"51,237",Automatic,2,2nd Owner,Renault,Renault KWID,2019,8707,1.0 RXT Optional AT 2016-2019,₹ 4.27 Lakh,₹ 4.44 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,999 cc,Petrol,Third Party insurance,"51,237 Kms",Second Owner,TS15,Oct 2019,5 Seats,Automatic,2019.0,Specifications,,999 CC,67bhp,23.01 kmpl,5,91Nm,,Red,Petrol Engine,999,67bhp@5500rpm,91Nm@4250rpm,3.0,4.0,DOHC,MPFi,,,No,No,3679mm,1579mm,1478mm,2422mm,,,750,,5 Speed,FWD,5,Power,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,300,155.8 kmph,13.90 Seconds,,hyderabad
1059,0,Petrol,Sedan,"36,140",Manual,1,1st Owner,Hyundai,Hyundai Xcent,2017,5786,1.2 VTVT SX Option,₹ 5.59 Lakh,₹ 5.77 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"36,140 Kms",First Owner,TS13,Feb 2018,5 Seats,Manual,2017.0,Specifications,,1197 CC,81.86bhp,20.14 kmpl,5,113.75nm,15,White,1.2L Kappa Dual VTVT Petrol,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1660mm,1520mm,2425mm,1479mm,1493mm,1160,,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,Tubeless,15,4,407,172 Kmph,,,hyderabad
1060,0,Diesel,Hatchback,"80,000",Manual,2,2nd Owner,Maruti,Maruti Swift,2018,6318,VDI,₹ 6.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1248 cc,Diesel,Third Party insurance,"80,000 Kms",Second Owner,TS08,2018,5 Seats,Manual,2018.0,Specifications,,1248 CC,74bhp,28.4 kmpl,5,190Nm,,Others,DDiS 190 Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDi,69.9 x 82 mm,,Yes,No,3840mm,1735mm,1530mm,2450mm,1530mm,1530mm,960Kg,1405Kg,5,FWD,5,Power,4.8 Meters,Disc,Drum,Tubeless,,5,268,,,,hyderabad
1061,0,Petrol,Hatchback,"70,895",Automatic,2,2nd Owner,Maruti,Maruti Celerio,2016,10360,ZXI AMT,₹ 4.43 Lakh,₹ 4.71 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,Petrol,Third Party insurance,"70,895 Kms",Second Owner,TS07,Oct 2016,5 Seats,Automatic,2016.0,Specifications,,998 CC,65.71bhp,26 kmpl,5,89Nm,,White,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,,3695mm,1655,1555,2435,1430,1440,820,1260,5-Speed,,5,Electric,,Ventilated Disc,Drum,"Tubeless, Radial",,5,313,,,,hyderabad
1062,0,Diesel,Hatchback,"90,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2018,5600,1.2 CRDi Asta,₹ 4.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1186 cc,Diesel,Third Party insurance,"90,000 Kms",First Owner,TS07,2018,5 Seats,Manual,2018.0,Specifications,,1186 CC,73.97bhp,24 kmpl,5,190.24nm,14,Others,U2 CRDi  Diesel Engine,1186,73.97bhp@4000rpm,190.24nm@1750-2250rpm,3.0,4.0,DOHC,CRDi,,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1100,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,14,5,256,151.63 Kmph,13.21 Seconds,,hyderabad
1063,0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Tata,Tata Tigor,2020,7373,XZ Plus BSVI,₹ 6.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Third Party insurance,"60,000 Kms",First Owner,,2020,5 Seats,Manual,2020.0,Specifications,,1199 CC,84.82bhp,19.28 kmpl,5,113Nm,15,Others,1.2L Revotron Engine,1199,84.82bhp@6000rpm,113Nm@3300rpm,3.0,4.0,,,,,,,3993mm,1677,1532,2450,,,1030,,5-Speed,,5,Electric,,Disc,Drum,"Tubeless,Radial",15,4,419,,,170,hyderabad
1064,0,Petrol,Hatchback,"70,237",Manual,1,1st Owner,Maruti,Maruti Wagon R,2007,6739,LXI,₹ 1.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,Petrol,Third Party insurance,"70,237 Kms",First Owner,AP20,Nov 2007,5 Seats,Manual,2007.0,Specifications,,998 CC,67.05bhp,21.79 kmpl,5,90Nm,,White,K10B Petrol Engine,998,67.05bhp@5500rpm,90Nm@3500rpm,3.0,4.0,DOHC,MPFI,73  x 79.5 mm,,No,No,3655 mm,1620 mm,1675 mm,2435 mm,,,805-825kg,1340kg,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,"Tubeless Tyres, Radial",,5,341 Litres,,18.6 Seconds,,hyderabad
1065,0,Petrol,Hatchback,"89,592",Manual,1,1st Owner,Hyundai,Hyundai Santro Xing,2007,1720,XO,₹ 1.65 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1086 cc,Petrol,Third Party insurance,"89,592 Kms",First Owner,AP31,Dec 2007,5 Seats,Manual,2007.0,Specifications,,1086 CC,,17 kmpl,5,,13,Blue,,1086,,,4.0,4.0,undefined,,,,,,,,,,,,1070,,,,5,Power,,,,"Tubeless,Radial",13,5,,,,,hyderabad
1066,0,Diesel,Sedan,"79,333",Manual,1,1st Owner,Chevrolet,Chevrolet Cruze,2010,477,LTZ,₹ 3.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1991 cc,Diesel,Third Party insurance,"79,333 Kms",First Owner,TS12,Aug 2010,5 Seats,Manual,2010.0,Specifications,,1991 CC,147.9bhp,18.3 kmpl,5,327Nm,16,White,"4 Cylinder, VCDi",1991,147.9bhp@4000rpm,327Nm@2600rpm,4.0,4.0,SOHC,CRDI,,,No,No,4597mm,1788mm,1477mm,2685mm,1544mm,1558mm,1520kg,,5 Speed,,5,Power,5.4m,Disc,Disc,"Tubeless,Radial",16,4,,,,,hyderabad
1067,0,Diesel,Sedan,"82,144",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2014,4242,VDI,₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1248 cc,Diesel,Third Party insurance,"82,144 Kms",First Owner,TS07,Jul 2014,5 Seats,Manual,2014.0,Specifications,,1248 CC,74bhp,23.4 kmpl,5,190Nm,14,White,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,,CRDI,69.6 X 82 mm,17.6:1,Yes,No,3995mm,1695mm,1555mm,2430mm,1485mm,1495mm,1060kg,1505kg,5 Speed,FWD,5,Power,4.8metres,Ventilated Disc,Drum,"Tubeless,Radial",14,4,320 liters,,,,hyderabad
